,Sale Date,Sale Price,Location,Year Built,Garden,Garage,Type,Stories,Bedrooms,Bathrooms,First Time Buyer
137,Sold 2024-04-24,"€ 216,252",Rivermount,1912,Yes,Yes,,,,,Yes
138,Sold 2024-04-24,"€590,922.00",Brookville,2015,Yes,No,,,,,No
139,Sold 2024-04-24,"€374,735.00",Summerston,1969,Yes,No,,,,,Yes
140,Sold 2024-05-01,"€528,795.00",Brookville,2021,Yes,Yes,,,,,Yes
141,Sold 2024-05-01,"€343,712.00",Summerston,1965,Yes,???,,,,,No
142,Sold 2024-05-01,"€567,501.00",Avoca,2011,Yes,No,,,,,Yes
143,Sold 2024-05-01,"€355,087.00",Summerston,1967,Yes,Yes,,,,,No
144,Sold 2024-05-01,"€346,469.00",Oak Park,1974,Yes,No,,,,,YES
145,Sold 2024-05-01,"€335,004.00",Summerston,2017,No,No,,,,,No
146,Sold 2024-05-01,"€349,442.00",Oak Park,1968,Yes,Yes,,,,,Yes
147,Sold 2024-05-01,"€ 841,504",Avoca,2019,Yes,No,,,,,No
148,Sold 2024-05-01,"€353,429.00",Oak Park,1970,Yes,No,,,,,No
149,Sold 2024-05-01,"€375,725.00",Oak Park,1966,Yes,Yes,,,,,Yes
150,Sold 2024-05-01,"€375,226.00",Oak Park,1990,Yes,Yes,,,,,Yes
151,Sold 2024-05-01,"€347,744.00",Oak Park,1963,Yes,Yes,,,,,No
152,Sold 2024-05-01,"€361,769.00",Rivermount,1912,Yes,No,,,,,Yes
153,Sold 2024-05-01,"€294,691.00",Rivermount,1929,Yes,No,,,,,Yes
154,Sold 2024-05-01,"€400,819.00",Broomhouse,1980,Yes,Yes,,,,,Yes
155,Sold 2024-05-01,"€392,561.00",Broomhouse,1970,Yes,No,,,,,No
156,Sold 2024-05-01,"€288,498.00",Broomhouse,1997,Yes,No,,,,,Yes
157,Sold 2024-05-01,"€235,841.00",Broomhouse,1887,???,No,,,,,No
158,Sold 2024-05-01,"€267,904.00",Rivermount,1940,Yes,Yes,,,,,Yes
159,Sold 2024-05-01,"€370,417.00",Brookville,2016,Yes,No,,,,,Yes
160,Sold 09 May 2024,"€282,146.00",Rivermount,1959,No,Yes,,,,,Yes
161,Sold 09 May 2024,"€316,761.00",Rivermount,1948,No,No,,,,,No
162,Sold 09 May 2024,"€347,856.00",Oak Park,1977,Yes,Yes,,,,,No
163,Sold 09 May 2024,"€574,824.00",Oak Park,1972,Yes,Yes,,,,,No
164,Sold 09 May 2024,"€359,346.00",Brookville,2003,Yes,No,,,,,No
165,Sold 09 May 2024,"€401,288.00",Oak Park,1971,Yes,No,,,,,Yes
166,Sold 09 May 2024,"€251,925.00",Summerston,1977,Yes,No,,,,,No
167,Sold 09 May 2024,"€ 740,869",Brookville,2013,Yes,???,,,,,No
168,Sold 09 May 2024,"€327,313.00",Summerston,1960,Yes,Yes,,,,,No
169,Sold 09 May 2024,"€569,337.00",Brookville,2016,Yes,Yes,,,,,Yes
170,Sold 09 May 2024,"€346,243.00",Oak Park,1969,Yes,Yes,,,,,Yes
171,Sold 09 May 2024,"€310,676.00",Broomhouse,1969,Yes,???,,,,,No
172,Sold 09 May 2024,"€606,469.00",Oak Park,1978,Yes,No,,,,,No
173,Sold 09 May 2024,"€329,429.00",Brookville,1981,Yes,No,,,,,No
174,Sold 09 May 2024,"€272,048.00",Rivermount,1927,Yes,No,,,,,No
175,Sold 09 May 2024,"€308,346.00",Rivermount,1967,Yes,???,,,,,No
176,Sold 09 May 2024,"€872,205.00",Brookville,2010,Yes,No,,,,,Yes
177,Sold 09 May 2024,"€364,794.00",Oak Park,1971,Yes,???,,,,,No
178,Sold 09 May 2024,"€406,680.00",Brookville,2016,Yes,No,,,,,No
179,Sold 09 May 2024,"€646,587.00",Brookville,2009,Yes,Yes,,,,,No
180,Sold 2024-05-19,"€553,972.00",Avoca,2011,Yes,Yes,,,,,No
181,Sold 2024-05-19,"€331,077.00",Oak Park,1968,Yes,No,,,,,No
182,Sold 2024-05-19,"€579,172.00",Avoca,2014,Yes,Yes,,,,,No
183,Sold 2024-05-19,"€443,324.00",Avoca,1960,Yes,???,,,,,No
184,Sold 2024-05-19,"€490,491.00",Brookville,2016,Yes,No,,,,,Yes
185,Sold 2024-05-19,"€ 723,986",Avoca,2016,Yes,Yes,,,,,No
186,Sold 2024-05-19,"€459,294.00",Brookville,2007,Yes,???,,,,,No
187,Sold 2024-05-19,"€341,035.00",Oak Park,1974,Yes,No,,,,,Yes
188,Sold 2024-05-19,"€320,588.00",Broomhouse,Unknown,Yes,Yes,,,,,No
189,Sold 2024-05-19,"€560,701.00",Brookville,2005,No,No,,,,,No
190,Sold 2024-05-19,"€603,145.00",Brookville,2010,Yes,Yes,,,,,No
191,Sold 2024-05-19,"€365,042.00",Oak Park,1969,Yes,No,,,,,Yes
192,Sold 2024-05-19,"€303,921.00",Oak Park,1957,Yes,Yes,,,,,YES
193,Sold 2024-05-19,"€331,269.00",Beacon Hill,1982,Yes,No,,,,,No
194,Sold 2024-05-19,"€434,072.00",Avoca,2005,Yes,No,,,,,No
195,Sold 2024-05-19,"€334,180.00",Summerston,2016,Yes,Yes,,,,,Yes
196,Sold 2024-05-19,"€474,271.00",Summerston,1973,Yes,No,,,,,No
197,Sold 2024-05-19,"€ 331,927",Beacon Hill,1934,Yes,Yes,,,,,Yes
198,Sold 2024-05-19,"€324,293.00",Beacon Hill,1951,Yes,Yes,,,,,No
199,Sold 2024-05-19,"€188,494.00",Beacon Hill,1952,Yes,No,,,,,Yes
200,Sold 2024-05-25,"€296,420.00",Beacon Hill,1944,Yes,Yes,,,,,Yes
201,Sold 2024-05-25,"€429,122.00",Brookville,2018,Yes,Yes,,,,,No
202,Sold 2024-05-25,"€ 531,415",Brookville,2015,Yes,No,,,,,No
203,Sold 2024-05-25,"€489,921.00",Brookville,2010,Yes,Yes,,,,,NO
204,Sold 2024-05-25,"€284,713.00",Rivermount,1936,Yes,No,,,,,NO
205,Sold 2024-05-25,"€335,139.00",Summerston,2017,Yes,No,,,,,No
206,Sold 2024-05-25,"€657,267.00",Porter Square,2011,Yes,Yes,,,,,Yes
207,Sold 2024-05-25,"€417,534.00",Rivermount,1912,No,No,,,,,Yes
208,Sold 2024-05-25,"€403,350.00",Porter Square,2011,Yes,Yes,,,,,No
209,Sold 2024-05-25,"€142,986.00",Rivermount,c1945,No,Yes,,,,,No
210,Sold 2024-05-25,"€617,734.00",Porter Square,Unknown,Yes,No,,,,,No
211,Sold 2024-05-25,"€274,089.00",Summerston,c1936,Yes,No,,,,,YES
212,Sold 2024-05-25,"€1,418,859.00",Rivermount,1906,Yes,Yes,,,,,No
213,Sold 2024-05-25,"€306,183.00",Rivermount,1951,No,No,,,,,No
214,Sold 2024-05-25,"€571,570.00",Oak Park,1981,Yes,No,,,,,Yes
215,Sold 2024-05-25,"€218,166.00",Oak Park,1961,No,No,,,,,No
216,Sold 2024-05-25,"€481,063.00",Porter Square,2006,Yes,Yes,,,,,No
217,Sold 2024-05-25,"€691,010.00",Porter Square,2016,Yes,Yes,,,,,No
218,Sold 2024-05-25,"€579,016.00",Porter Square,2020,Yes,Yes,,,,,No
219,Sold 2024-05-25,"€388,023.00",Avoca,1965,Yes,No,,,,,No
220,Sold 2024-06-01,"€706,243.00",Avoca,2020,Yes,No,,,,,No
221,Sold 2024-06-01,"€461,501.00",Avoca,2015,Yes,No,,,,,NO
222,Sold 2024-06-01,"€224,857.00",Rivermount,1911,No,No,,,,,Yes
223,Sold 2024-06-01,"€275,361.00",Rivermount,1941,No,Yes,,,,,No
224,Sold 2024-06-01,"€499,685.00",Avoca,2011,Yes,Yes,,,,,Yes
225,Sold 2024-06-01,"€268,701.00",Rivermount,1932,Yes,No,,,,,Yes
226,Sold 2024-06-01,"€1,352,188.00",Rivermount,1904,Yes,???,,,,,No
227,Sold 2024-06-01,"€174,838.00",Beacon Hill,1956,Yes,Yes,,,,,Yes
228,Sold 2024-06-01,"€270,435.00",Rivermount,1935,Yes,Yes,,,,,No
229,Sold 2024-06-01,"€242,472.00",Rivermount,1922,No,No,,,,,Yes
230,Sold 2024-06-01,"€325,754.00",Beacon Hill,1920,Yes,???,,,,,NO
231,Sold 2024-06-01,"€480,390.00",Avoca,2009,Yes,Yes,,,,,No
232,Sold 2024-06-01,"€489,107.00",Avoca,2009,Yes,No,,,,,No
233,Sold 2024-06-01,"€602,041.00",Avoca,2011,Yes,Yes,,,,,Yes
234,Sold 2024-06-01,"€392,949.00",Porter Square,2017,Yes,Yes,,,,,No
235,Sold 2024-06-01,"€219,290.00",Oak Park,1983,Yes,No,,,,,No
236,Sold 2024-06-01,"€653,207.00",Oak Park,Unknown,Yes,Yes,,,,,No
237,Sold 2024-06-01,"€345,170.00",Oak Park,1978,???,???,,,,,No
238,Sold 2024-06-01,"€359,105.00",Rivermount,1927,Yes,Yes,,,,,No
239,Sold 2024-06-01,"€490,698.00",Avoca,2017,No,No,,,,,No
240,Sold 2024-06-10,"€ 503,381",Oak Park,1978,Yes,No,,,,,No
241,Sold 2024-06-10,"€461,513.00",Avoca,2011,Yes,No,,,,,No
242,Sold 2024-06-10,"€364,595.00",Avoca,1963,Yes,No,,,,,No
243,Sold 2024-06-10,"€298,206.00",Rivermount,c1922,Yes,Yes,,,,,Yes
244,Sold 2024-06-10,"€342,603.00",Broomhouse,Unknown,Yes,Yes,,,,,No
245,Sold 2024-06-10,"€194,569.00",Broomhouse,1963,Yes,No,,,,,No
246,Sold 2024-06-10,"€397,971.00",Oak Park,1977,Yes,No,,,,,No
247,Sold 2024-06-10,"€434,719.00",Oak Park,1964,Yes,Yes,,,,,Yes
248,Sold 2024-06-10,"€238,042.00",Oak Park,1969,No,No,,,,,No
249,Sold 2024-06-10,"€361,519.00",Oak Park,1966,Yes,Yes,,,,,No
250,Sold 2024-06-10,"€531,991.00",Brookville,2014,Yes,Yes,,,,,No
251,Sold 2024-06-10,"€634,396.00",Brookville,2007,Yes,Yes,,,,,No
252,Sold 2024-06-10,"€576,818.00",Brookville,2010,Yes,No,,,,,No
253,Sold 2024-06-10,"€404,155.00",Oak Park,1978,Yes,No,,,,,NO
254,Sold 2024-06-10,"€ 421,149",Oak Park,1968,Yes,No,,,,,No
255,Sold 2024-06-10,"€329,834.00",Brookville,1984,Yes,Yes,,,,,No
256,Sold 2024-06-10,"€375,034.00",Oak Park,1966,Yes,Yes,,,,,No
257,Sold 2024-06-10,"€404,318.00",Broomhouse,1982,Yes,Yes,,,,,No
258,Sold 2024-06-10,"€396,778.00",Broomhouse,1982,Yes,Yes,,,,,Yes
259,Sold 2024-06-10,"€392,168.00",Broomhouse,1971,Yes,Yes,,,,,No
260,Sold 2024-06-17,"€292,800.00",Rivermount,1946,Yes,No,,,,,No
261,Sold 2024-06-17,"€ 264,488",Rivermount,1900,No,Yes,,,,,No
262,Sold 2024-06-17,"€337,711.00",Broomhouse,1973,Yes,Yes,,,,,No
263,Sold 2024-06-17,"€274,633.00",Rivermount,1960,Yes,Yes,,,,,Yes
264,Sold 2024-06-17,"€197,545.00",Rivermount,1957,Yes,No,,,,,No
265,Sold 2024-06-17,"€348,263.00",Broomhouse,1973,Yes,No,,,,,No
266,Sold 2024-06-17,"€542,048.00",Porter Square,2008,Yes,No,,,,,No
267,Sold 2024-06-17,"€454,727.00",Avoca,2008,Yes,Yes,,,,,Yes
268,Sold 2024-06-17,"€287,031.00",Rivermount,1922,Yes,Yes,,,,,YES
269,Sold 2024-06-17,"€575,543.00",Porter Square,2021,Yes,No,,,,,NO
270,Sold 2024-06-17,"€646,758.00",Avoca,2017,Yes,Yes,,,,,No
271,Sold 2024-06-17,"€519,804.00",Avoca,2016,???,No,,,,,Yes
272,Sold 2024-06-17,"€ 749,247",Avoca,2017,Yes,Yes,,,,,No
273,Sold 2024-06-17,"€267,517.00",Beacon Hill,1938,No,No,,,,,No
274,Sold 2024-06-17,"€952,943.00",Avoca,2010,Yes,No,,,,,No
275,Sold 2024-06-17,"€375,512.00",Oak Park,1969,Yes,Yes,,,,,Yes
276,Sold 2024-06-17,"€432,584.00",Porter Square,2016,Yes,Yes,,,,,No
277,Sold 2024-06-17,"€483,236.00",Avoca,Unknown,Yes,Yes,,,,,No
278,Sold 2024-06-17,"€278,856.00",Rivermount,1942,No,Yes,,,,,No
279,Sold 2024-06-17,"€301,160.00",Rivermount,1966,Yes,No,,,,,No
280,Sold 2024-06-20,"€426,236.00",Avoca,2011,Yes,Yes,,,,,No
281,Sold 2024-06-20,"€429,017.00",Avoca,2000,Yes,Yes,,,,,Yes
282,Sold 2024-06-20,"€423,292.00",Oak Park,1964,Yes,No,,,,,No
283,Sold 2024-06-20,"€272,993.00",Summerston,1957,No,Yes,,,,,No
284,Sold 2024-06-20,"€417,607.00",Oak Park,1978,Yes,Yes,,,,,Yes
285,Sold 2024-06-20,"€141,396.00",Summerston,1926,Yes,Yes,,,,,Yes
286,Sold 2024-06-20,"€533,040.00",Brookville,2010,Yes,Yes,,,,,No
287,Sold 2024-06-20,"€ 415,019",Oak Park,1974,Yes,Yes,,,,,No
288,Sold 2024-06-20,"€135,597.00",Rivermount,1943,Yes,Yes,,,,,NO
289,Sold 2024-06-20,"€277,201.00",Oak Park,1962,Yes,Yes,,,,,Yes
290,Sold 2024-06-20,"€306,726.00",Rivermount,1932,Yes,Yes,,,,,Yes
291,Sold 2024-06-20,"€331,232.00",Summerston,1968,Yes,Yes,,,,,Yes
292,Sold 2024-06-20,"€418,814.00",Avoca,2020,Yes,No,,,,,No
293,Sold 2024-06-20,"€483,932.00",Avoca,2014,Yes,Yes,,,,,Yes
294,Sold 2024-06-20,"€467,529.00",Porter Square,2012,Yes,Yes,,,,,Yes
295,Sold 2024-06-20,"€384,329.00",Broomhouse,1973,Yes,Yes,,,,,No
296,Sold 2024-06-20,"€340,280.00",Broomhouse,1978,Yes,Yes,,,,,No
297,Sold 2024-06-20,"€368,516.00",Broomhouse,1986,Yes,No,,,,,No
298,Sold 2024-06-20,"€368,510.00",Broomhouse,1977,Yes,Yes,,,,,Yes
299,Sold 2024-06-20,"€844,578.00",Avoca,2017,Yes,No,,,,,NO
300,Sold 2024-06-27,"€411,324.00",Avoca,2014,Yes,Yes,,,,,No
301,Sold 2024-06-27,"€464,657.00",Avoca,2010,Yes,Yes,,,,,Yes
302,Sold 2024-06-27,"€392,688.00",Porter Square,2016,Yes,Yes,,,,,No
303,Sold 2024-06-27,"€221,683.00",Beacon Hill,1933,Yes,Yes,,,,,Yes
304,Sold 2024-06-27,"€440,390.00",Brookville,1982,Yes,Yes,,,,,No
305,Sold 2024-06-27,"€747,898.00",Brookville,2010,Yes,Yes,,,,,Yes
306,Sold 2024-06-27,"€373,341.00",Rivermount,Unknown,Yes,Yes,,,,,No
307,Sold 2024-06-27,"€392,936.00",Broomhouse,1989,Yes,Yes,,,,,NO
308,Sold 2024-06-27,"€453,279.00",Broomhouse,1970,Yes,Yes,,,,,Yes
309,Sold 2024-06-27,"€350,421.00",Broomhouse,1996,Yes,Yes,,,,,No
310,Sold 2024-06-27,"€457,464.00",Broomhouse,1984,Yes,Yes,,,,,No
311,Sold 2024-06-27,"€370,041.00",Broomhouse,1974,Yes,Yes,,,,,No
312,Sold 2024-06-27,"€199,524.00",Beacon Hill,1959,Yes,No,,,,,No
313,Sold 2024-06-27,"€168,737.00",Beacon Hill,Unknown,Yes,Yes,,,,,Yes
314,Sold 2024-06-27,"€543,243.00",Oak Park,1965,Yes,Yes,,,,,Yes
315,Sold 2024-06-27,"€333,952.00",Oak Park,1969,Yes,???,,,,,No
316,Sold 2024-06-27,"€280,732.00",Rivermount,1937,Yes,Yes,,,,,Yes
317,Sold 2024-06-27,"€ 218,464",Rivermount,1939,Yes,Yes,,,,,Yes
