,Sale Date,Sale Price,Location,Year Built,Garden,Garage,Type,Style,Bedrooms,Bathrooms,First Time Buyer
24,Sold 2023-02-19,"€336,343.00",Broomhouse,1976,Yes,Yes, Detached, 1-Storey,4,1,NO
25,Sold 2023-02-19,"€338,257.00",Broomhouse,1973,Yes,Yes, Detached, 1-Storey,3,1,No
26,Sold 2023-02-19,"€340,081.00",Broomhouse,1982,Yes,No, Duplex, 1-Storey,4,2,No
27,Sold 2023-02-19,"€309,622.00",Broomhouse,1982,Yes,No, Detached, 1-Storey,3,1,Yes
28,Sold 2023-02-19,"€302,981.00",Broomhouse,1977,Yes,Yes, Detached, 1-Storey,3,1,No
29,Sold 2023-02-19,"€525,395.00",Brookville,2010,Yes,No, Detached, 2-Storey,3,2,No
30,Sold 2023-02-19,"€457,365.00",Avoca,2017,Yes,No, Detached, 2-Storey,3,2,Yes
31,Sold 2023-02-19,"€391,464.00",Avoca,Unknown,Yes,Yes, Detached, 2-Storey,3,2,No
32,Sold 2023-02-19,"€876,231.00",Avoca,2018,Yes,No, Detached, 2-Storey,4,2,No
33,Sold 2023-02-19,"€547,705.00",Avoca,2020,Yes,No, Detached, 1-Storey,3,2,No
34,Sold 2023-02-19,"€485,773.00",Avoca,2014,Yes,Yes, Detached, 1.5-Storey,3,2,No
35,Sold 2023-02-19,"€857,337.00",Avoca,2012,No,No, Detached, 1-Storey,2,2,No
36,Sold 2023-02-19,"€204,319.00",Summerston,1952,Yes,Yes, Bungalow, 1-Storey,1,1,Yes
37,Sold 2023-02-19,"€251,455.00",Summerston,1950,Yes,Yes, Bungalow, 1-Storey,4,2,Yes
38,Sold 2023-02-19,"€608,976.00",Brookville,2014,Yes,Yes, Detached, 1-Storey,3,2,No
39,Sold 2023-02-19,"€437,345.00",Summerston,1976,Yes,No, Det., 1-Storey,3,1,No
40,Sold 2023-03-15,"€359,626.00",Summerston,1966,Yes,Yes, Det., 1-Storey,3,1,Yes
41,Sold 2023-03-15,"€360,088.00",Avoca,1955,Yes,???, Detached, 1-Storey,2,2,NO
42,Sold 2023-03-15,"€764,039.00",Avoca,2016,Yes,No, Detached, 1-Storey,3,2,No
43,Sold 2023-03-15,"€519,491.00",Avoca,2004,Yes,No, Detached, 2-Storey,3,2,No
44,Sold 2023-03-15,"€ 305,853",Brookville,1984,Yes,Yes, Detached, 1.5-Storey,2,1,NO
45,Sold 2023-03-15,"€598,650.00",Porter Square,2018,Yes,Yes, Detached, 1-Storey,3,2,Yes
46,Sold 2023-03-15,"€452,971.00",Porter Square,2011,Yes,Yes, Semi-Detached, 2-Storey,3,2,No
47,Sold 2023-03-15,"€749,205.00",Avoca,2009,Yes,Yes, Detached, 1-Storey,3,2,No
48,Sold 2023-03-15,"€457,144.00",Avoca,2006,Yes,Yes, Detached, 2-Storey,3,2,No
49,Sold 2023-03-15,"€761,633.00",Porter Square,2020,Yes,Yes, Detached, 2-Storey,3,2,Yes
50,Sold 2023-03-15,"€317,069.00",Oak Park,1979,???,No, Duplex, 1-Storey,4,2,No
51,Sold 2023-03-15,"€635,452.00",Avoca,2012,Yes,No, Detached, 2-Storey,4,2,No
52,Sold 2023-03-15,"€444,837.00",Oak Park,1975,Yes,???, Detached, 1-Storey,2,1,No
53,Sold 2023-03-15,"€358,834.00",Oak Park,1970,Yes,Yes, Detached, 1-Storey,3,2,Yes
54,Sold 2023-03-15,"€278,535.00",Rivermount,1959,Yes,Yes, Bungalow, 1-Storey,2,1,Yes
55,Sold 2023-03-15,"€365,873.00",Beacon Hill,1948,Yes,Yes, Detached, 1-Storey,3,1,NO
56,Sold 2023-03-15,"€ 672,347",Rivermount,1927,Yes,Yes, Det., 1-Storey,5,2,Yes
57,Sold 2023-03-15,"€1,599,199.00",Avoca,2020,Yes,No, Detached, 1-Storey,2,2,No
58,Sold 2023-03-15,"€431,933.00",Avoca,2019,Yes,Yes, Detached, 2-Storey,4,2,NO
59,Sold 2023-03-15,"€ 246,561",Summerston,1957,Yes,Yes, Bungalow, 1-Storey,4,2,Yes
60,Sold 2023-04-11,"€488,814.00",Avoca,2005,Yes,Yes, Detached, 2-Storey,3,2,Yes
61,Sold 2023-04-11,"€502,896.00",Brookville,2016,Yes,Yes, Det., 2-Storey,3,2,Yes
62,Sold 2023-04-11,"€ 348,014",Summerston,1968,Yes,Yes, Detached, 1-Storey,3,1,Yes
63,Sold 2023-04-11,"€ 644,584",Porter Square,2018,???,Yes, Detached, 1-Storey,3,2,No
64,Sold 2023-04-11,"€278,037.00",Broomhouse,1929,Yes,Yes, Detached, 1-Storey,4,2,No
65,Sold 2023-04-11,"€549,189.00",Porter Square,2020,Yes,Yes, Detached, 2-Storey,3,3,No
66,Sold 2023-04-11,"€347,516.00",Broomhouse,1994,Yes,No, Detached, 1.5-Storey,2,1,No
67,Sold 2023-04-11,"€480,146.00",Porter Square,2004,Yes,Yes, End-of-Terrace, 2-Storey,3,2,Yes
68,Sold 2023-04-11,"€761,735.00",Porter Square,2020,Yes,Yes, Detached, 2-Storey,3,2,No
69,Sold 2023-04-11,"€382,821.00",Broomhouse,1981,Yes,Yes, Detached, 1-Storey,2,1,No
70,Sold 2023-04-11,"€361,406.00",Brookville,2012,Yes,No, Semi-Detached, 1-Storey,1,1,Yes
71,Sold 2023-04-11,"€344,976.00",Brookville,1984,Yes,Yes, Detached, 1.5-Storey,2,1,No
72,Sold 2023-04-11,"€382,163.00",Brookville,1998,???,Yes, Det., 1.5-Storey,3,1,No
73,Sold 2023-04-11,"€566,020.00",Brookville,2008,Yes,No, Detached, 2-Storey,3,2,No
74,Sold 2023-04-11,"€514,683.00",Brookville,2020,Yes,No, Detached, 1-Storey,3,2,Yes
75,Sold 2023-04-11,"€565,631.00",Brookville,2020,Yes,Yes, Detached, 1-Storey,2,2,NO
76,Sold 2023-04-11,"€474,448.00",Avoca,1995,Yes,Yes, Detached, 1-Storey,3,2,No
77,Sold 2023-04-11,"€514,194.00",Avoca,2007,Yes,Yes, Detached, 2-Storey,3,2,No
78,Sold 2023-04-11,"€552,712.00",Avoca,2019,Yes,No, End-of-Terrace, 1-Storey,2,2,No
79,Sold 2023-04-11,"€272,506.00",Rivermount,1925,Yes,No, Detached, 2-Storey,3,2,No
80,Sold 2023-05-03,"€279,187.00",Rivermount,Unknown,Yes,Yes, Detached, 2-Storey,2,1,No
81,Sold 2023-05-03,"€218,345.00",Rivermount,1915,Yes,Yes, Detached, 2-Storey,5,2,Yes
82,Sold 2023-05-03,"€644,506.00",Brookville,2019,Yes,No, Detached, 1-Storey,2,2,No
83,Sold 2023-05-03,"€361,900.00",Brookville,2015,Yes,No, Semi-Detached, 1-Storey,1,1,No
84,Sold 2023-05-03,"€ 374,331",Brookville,2004,Yes,No, Detached, 1.5-Storey,2,1,No
85,Sold 2023-05-03,"€275,718.00",Beacon Hill,1928,No,Yes, Bungalow, 1-Storey,2,1,No
86,Sold 2023-05-03,"€353,776.00",Beacon Hill,1933,Yes,Yes, Detached, 1-Storey,2,1,Yes
87,Sold 2023-05-03,"€862,049.00",Brookville,2012,Yes,No, Detached, 2-Storey,3,2,No
88,Sold 2023-05-03,"€607,942.00",Avoca,2006,No,No, Detached, 2-Storey,4,2,No
89,Sold 2023-05-03,"€468,711.00",Avoca,2005,Yes,Yes, Detached, 2-Storey,3,2,Yes
90,Sold 2023-05-03,"€341,299.00",Beacon Hill,1951,Yes,Yes, Detached, 1-Storey,4,1,No
91,Sold 2023-05-03,"€92,463.00",Beacon Hill,1952,Yes,No, Bungalow, 1-Storey,1,1,NO
92,Sold 2023-05-03,"€195,186.00",Beacon Hill,Unknown,Yes,No, Bungalow, 1-Storey,2,1,No
93,Sold 2023-05-03,"€333,429.00",Beacon Hill,1942,Yes,No, Detached, 1-Storey,3,1,No
94,Sold 2023-05-03,"€274,118.00",Beacon Hill,1947,Yes,Yes, Bungalow, 1-Storey,2,1,NO
95,Sold 2023-05-03,"€599,552.00",Beacon Hill,1935,Yes,No, Detached, 2-Storey,3,1,No
96,Sold 2023-05-03,"€722,663.00",Rivermount,1892,Yes,No, Detached, 2-Storey,4,1,No
97,Sold 2023-05-03,"€966,293.00",Avoca,2020,Yes,Yes, Detached, 1-Storey,3,2,NO
98,Sold 2023-05-03,"€ 453,851",Avoca,2004,Yes,Yes, Detached, 2-Storey,3,2,No
99,Sold 2023-05-03,"€747,553.00",Avoca,2020,Yes,Yes, Detached, 2-Storey,3,2,No
100,Sold 2023-05-14,"€384,659.00",Summerston,1973,Yes,Yes, Detached, 1-Storey,3,1,Yes
101,Sold 2023-05-14,"€450,011.00",Avoca,2020,Yes,???, Detached, 2-Storey,4,2,No
102,Sold 2023-05-14,"€475,628.00",Avoca,2002,Yes,Yes, Detached, 1-Storey,3,2,No
103,Sold 2023-05-14,"€441,814.00",Avoca,Unknown,Yes,Yes, Detached, 1.5-Storey,3,2,Yes
104,Sold 2023-05-14,"€356,058.00",Brookville,Unknown,Yes,???, Det., 1-Storey,3,1,No
105,Sold 2023-05-14,"€252,004.00",Summerston,c1950,No,Yes, Bungalow, 1-Storey,2,1,Yes
106,Sold 2023-05-14,"€1,168,137.00",Avoca,2020,Yes,Yes, Detached, 2-Storey,3,2,No
107,Sold 2023-05-14,"€639,172.00",Summerston,1947,Yes,???, Detached, 2-Storey,4,2,No
108,Sold 2023-05-14,"€273,525.00",Summerston,1961,No,Yes, Bungalow, 1-Storey,2,2,No
109,Sold 2023-05-14,"€604,010.00",Avoca,2011,Yes,Yes, Detached, 2-Storey,3,2,Yes
110,Sold 2023-05-14,"€305,861.00",Beacon Hill,1947,Yes,No, Terraced, 1-Storey,2,1,NO
111,Sold 2023-05-14,"€338,202.00",Beacon Hill,1955,Yes,Yes, Detached, 1-Storey,2,1,Yes
112,Sold 2023-05-14,"€298,602.00",Beacon Hill,1937,Yes,No, Detached, 1-Storey,3,1,Yes
113,Sold 2023-05-14,"€277,773.00",Rivermount,c1936,Yes,Yes, Bungalow, 1-Storey,2,1,No
114,Sold 2023-05-14,"€463,383.00",Oak Park,1974,Yes,???, Detached, 1.5-Storey,3,1,No
115,Sold 2023-05-14,"€371,306.00",Oak Park,1977,Yes,Yes, Detached, 2-Storey,4,2,No
116,Sold 2023-05-14,"€356,076.00",Oak Park,1962,Yes,Yes, Detached, 1-Storey,3,1,Yes
117,Sold 2023-05-14,"€339,709.00",Oak Park,1960,Yes,Yes, Detached, 1-Storey,2,1,No
118,Sold 2023-05-14,"€275,528.00",Beacon Hill,1928,Yes,Yes, Bungalow, 1-Storey,2,1,NO
119,Sold 2023-05-14,"€375,433.00",Porter Square,Unknown,Yes,Yes, Semi-Detached, 2-Storey,2,2,No
120,Sold 2023-05-30,"€398,484.00",Oak Park,1969,Yes,Yes, Detached, 1-Storey,2,1,No
121,Sold 2023-05-30,"€681,737.00",Porter Square,2017,Yes,Yes, Detached, 2-Storey,3,2,NO
122,Sold 2023-05-30,"€260,750.00",Broomhouse,1947,No,Yes, Bungalow, 1-Storey,2,1,No
123,Sold 2023-05-30,"€359,235.00",Broomhouse,1975,Yes,No, Detached, 1-Storey,3,1,No
124,Sold 2023-05-30,"€543,068.00",Brookville,2011,Yes,Yes, Detached, 1-Storey,3,2,No
125,Sold 2023-05-30,"€388,236.00",Broomhouse,1975,Yes,No, Detached, 1-Storey,3,3,No
126,Sold 2023-05-30,"€ 373,011",Brookville,2015,Yes,No, Semi-Detached, 1-Storey,1,1,Yes
127,Sold 2023-05-30,"€573,016.00",Brookville,2002,Yes,Yes, Detached, 2-Storey,4,2,No
128,Sold 2023-05-30,"€333,721.00",Broomhouse,1979,Yes,No, Detached, 1-Storey,3,1,Yes
129,Sold 2023-05-30,"€289,014.00",Oak Park,1992,Yes,Yes, Det., 1-Storey,3,1,Yes
130,Sold 2023-05-30,"€403,435.00",Oak Park,1970,Yes,Yes, Detached, 1-Storey,3,1,No
131,Sold 2023-05-30,"€283,300.00",Oak Park,1985,Yes,No, Bungalow, 1-Storey,3,1,No
132,Sold 2023-05-30,"€1,081,888.00",Avoca,2015,Yes,Yes, Detached, 1-Storey,3,2,No
133,Sold 2023-05-30,"€200,784.00",Oak Park,1961,No,No, Duplex, 1-Storey,2,2,No
134,Sold 2023-05-30,"€ 512,685",Oak Park,1980,Yes,Yes, Detached, 2-Storey,4,2,No
135,Sold 2023-05-30,"€404,180.00",Oak Park,1982,Yes,No, Detached, 1.5-Storey,3,3,No
136,Sold 2023-05-30,"€343,850.00",Summerston,2019,No,Yes, Semi-Detached, 2-Storey,3,2,Yes
137,Sold 2023-05-30,"€494,756.00",Brookville,2013,Yes,Yes, Detached, 1-Storey,3,2,No
138,Sold 2023-05-30,"€304,713.00",Summerston,Unknown,Yes,Yes, Detached, 1-Storey,4,2,No
139,Sold 2023-05-30,"€300,872.00",Summerston,1959,Yes,No, Detached, 1-Storey,2,1,Yes
140,Sold 2023-06-11,"€246,607.00",Summerston,1972,Yes,???, Duplex, 1-Storey,4,2,No
141,Sold 2023-06-11,"€294,853.00",Summerston,Unknown,Yes,No, Detached, 1-Storey,2,1,No
142,Sold 2023-06-11,"€398,497.00",Summerston,2020,Yes,No, Semi-Detached, 1.5-Storey,2,1,Yes
143,Sold 2023-06-11,"€307,180.00",Summerston,1971,Yes,Yes, Detached, 1-Storey,3,1,No
144,Sold 2023-06-11,"€290,438.00",Rivermount,1900,Yes,No, Detached, 2-Storey,5,2,NO
145,Sold 2023-06-11,"€211,114.00",Rivermount,c1922,Yes,Yes, Bungalow, 1-Storey,2,1,Yes
146,Sold 2023-06-11,"€350,608.00",Rivermount,1921,Yes,Yes, Detached, 1-Storey,4,2,NO
147,Sold 2023-06-11,"€252,540.00",Rivermount,1967,No,Yes, Bungalow, 1-Storey,2,1,No
148,Sold 2023-06-11,"€435,506.00",Rivermount,c1941,Yes,Yes, Detached, 2-Storey,3,1,No
149,Sold 2023-06-11,"€292,427.00",Rivermount,1932,Yes,No, Detached, 1-Storey,2,1,Yes
150,Sold 2023-06-11,"€232,532.00",Oak Park,1962,No,No, Duplex, 1-Storey,2,2,No
151,Sold 2023-06-11,"€468,732.00",Brookville,2013,Yes,Yes, Detached, 1-Storey,3,2,No
152,Sold 2023-06-11,"€972,812.00",Avoca,2016,Yes,No, Detached, 2-Storey,4,2,No
153,Sold 2023-06-11,"€265,282.00",Oak Park,1932,Yes,No, Bungalow, 1-Storey,4,2,No
154,Sold 2023-06-11,"€303,462.00",Oak Park,1982,Yes,???, Detached, 1-Storey,2,1,Yes
155,Sold 2023-06-11,"€572,209.00",Avoca,2011,Yes,Yes, Detached, 2-Storey,3,2,No
156,Sold 2023-06-11,"€429,171.00",Broomhouse,1976,Yes,Yes, Detached, 2-Storey,4,1,No
157,Sold 2023-06-11,"€371,750.00",Broomhouse,1983,Yes,No, Detached, 1-Storey,3,1,No
158,Sold 2023-06-11,"€389,690.00",Broomhouse,1988,Yes,Yes, Detached, 1-Storey,3,2,Yes
159,Sold 2023-06-11,"€433,713.00",Avoca,2015,Yes,No, Detached, 2-Storey,3,2,No
160,Sold 2023-06-20,"€1,281,082.00",Avoca,2020,Yes,Yes, Detached, 2-Storey,3,2,No
161,Sold 2023-06-20,"€540,042.00",Brookville,2008,Yes,Yes, Detached, 1-Storey,3,2,No
162,Sold 2023-06-20,"€330,629.00",Oak Park,1968,Yes,Yes, Detached, 1-Storey,2,1,Yes
163,Sold 2023-06-20,"€486,656.00",Brookville,2010,Yes,Yes, Detached, 1-Storey,3,3,Yes
164,Sold 2023-06-20,"€455,886.00",Avoca,2008,Yes,Yes, Detached, 2-Storey,3,2,Yes
165,Sold 2023-06-20,"€552,041.00",Brookville,2013,Yes,No, Detached, 2-Storey,3,2,No
166,Sold 2023-06-20,"€637,108.00",Brookville,2013,Yes,???, Detached, 1-Storey,3,2,Yes
167,Sold 2023-06-20,"€ 611,051",Brookville,2004,Yes,No, Detached, 1-Storey,3,2,No
168,Sold 2023-06-20,"€ 624,496",Brookville,2007,Yes,No, Detached, 1-Storey,3,2,NO
169,Sold 2023-06-20,"€ 602,024",Brookville,2014,Yes,Yes, Detached, 2-Storey,3,2,No
170,Sold 2023-06-20,"€457,697.00",Avoca,2017,Yes,Yes, Detached, 2-Storey,3,2,No
171,Sold 2023-06-20,"€770,552.00",Brookville,2008,Yes,Yes, Detached, 2-Storey,3,3,No
172,Sold 2023-06-20,"€376,031.00",Brookville,2006,Yes,No, Detached, 1-Storey,3,1,No
173,Sold 2023-06-20,"€789,037.00",Avoca,Unknown,Yes,No, Semi-Detached, 1-Storey,2,2,Yes
174,Sold 2023-06-20,"€650,212.00",Avoca,Unknown,Yes,Yes, Detached, 2-Storey,3,2,No
175,Sold 2023-06-20,"€477,322.00",Avoca,2011,Yes,No, Detached, 2-Storey,3,2,No
176,Sold 2023-06-20,"€472,062.00",Avoca,2012,Yes,Yes, Detached, 2-Storey,3,2,No
177,Sold 2023-06-20,"€403,617.00",Rivermount,c1927,Yes,Yes, Det., 2-Storey,4,1,No
178,Sold 2023-06-20,"€276,591.00",Oak Park,1963,Yes,Yes, Bungalow, 1-Storey,2,1,NO
179,Sold 2023-06-20,"€431,682.00",Oak Park,1963,Yes,???, Detached, 1-Storey,2,1,No
180,Sold 2023-06-30,"€560,198.00",Porter Square,2020,Yes,Yes, Detached, 2-Storey,3,2,No
181,Sold 2023-06-30,"€737,240.00",Porter Square,2012,Yes,Yes, Detached, 1-Storey,3,2,Yes
182,Sold 2023-06-30,"€ 318,771",Oak Park,1971,Yes,Yes, Detached, 1-Storey,3,1,NO
183,Sold 2023-06-30,"€340,965.00",Summerston,1966,Yes,Yes, Detached, 1-Storey,3,1,NO
184,Sold 2023-06-30,"€251,868.00",Summerston,1934,No,No, Bungalow, 1-Storey,2,1,Yes
185,Sold 2023-06-30,"€694,776.00",Avoca,2019,Yes,Yes, Detached, 1-Storey,3,2,Yes
186,Sold 2023-06-30,"€ 318,466",Oak Park,1982,???,Yes, Detached, 1-Storey,3,1,No
187,Sold 2023-06-30,"€332,252.00",Oak Park,1971,Yes,Yes, Detached, 1-Storey,2,1,No
188,Sold 2023-06-30,"€399,139.00",Oak Park,1979,Yes,Yes, Detached, 1-Storey,3,3,No
189,Sold 2023-06-30,"€276,773.00",Oak Park,1939,Yes,???, Bungalow, 1-Storey,4,2,No
190,Sold 2023-06-30,"€328,311.00",Beacon Hill,1948,Yes,Yes, Detached, 1-Storey,3,1,Yes
191,Sold 2023-06-30,"€299,714.00",Oak Park,1977,Yes,Yes, Detached, 1-Storey,2,1,YES
192,Sold 2023-06-30,"€387,773.00",Summerston,1975,Yes,No, Detached, 1-Storey,4,2,Yes
193,Sold 2023-06-30,"€210,405.00",Summerston,1968,Yes,Yes, Bungalow, 1-Storey,2,1,No
194,Sold 2023-06-30,"€261,234.00",Summerston,1937,Yes,Yes, Detached, 2-Storey,3,2,No
195,Sold 2023-06-30,"€623,788.00",Summerston,1954,Yes,Yes, Detached, 1-Storey,4,2,No
196,Sold 2023-06-30,"€370,422.00",Rivermount,1932,Yes,Yes, Detached, 2-Storey,3,1,Yes
197,Sold 2023-06-30,"€318,596.00",Rivermount,1964,Yes,No, Duplex, 2-Storey,4,2,Yes
198,Sold 2023-06-30,"€505,384.00",Brookville,2008,Yes,Yes, Detached, 2-Storey,2,2,NO
199,Sold 2023-06-30,"€927,044.00",Avoca,2020,Yes,Yes, Detached, 2-Storey,3,2,No
200,Sold 2023-07-10,"€335,462.00",Broomhouse,1980,???,Yes, Detached, 1-Storey,3,1,No
201,Sold 2023-07-10,"€ 279,307",Oak Park,1980,No,No, Bungalow, 1-Storey,2,1,No
202,Sold 2023-07-10,"€326,620.00",Broomhouse,1970,No,No, Terraced, 1-Storey,3,1,Yes
203,Sold 2023-07-10,"€332,616.00",Broomhouse,1980,Yes,No, Detached, 1-Storey,4,2,Yes
204,Sold 2023-07-10,"€453,413.00",Broomhouse,1990,Yes,Yes, Detached, 2-Storey,3,2,No
205,Sold 2023-07-10,"€315,982.00",Broomhouse,1972,Yes,Yes, Detached, 1-Storey,3,1,No
206,Sold 2023-07-10,"€527,669.00",Summerston,2015,Yes,Yes, Detached, 1.5-Storey,4,3,Yes
207,Sold 2023-07-10,"€203,251.00",Summerston,1964,Yes,Yes, Bungalow, 1-Storey,2,1,No
208,Sold 2023-07-10,"€297,962.00",Summerston,1953,???,Yes, Detached, 1-Storey,3,2,No
209,Sold 2023-07-10,"€348,196.00",Oak Park,Unknown,Yes,No, Detached, 1-Storey,3,1,No
210,Sold 2023-07-10,"€957,281.00",Oak Park,1984,Yes,Yes, Detached, 1.5-Storey,4,2,No
211,Sold 2023-07-10,"€517,091.00",Brookville,Unknown,Yes,No, Detached, 2-Storey,3,2,No
212,Sold 2023-07-10,"€415,379.00",Oak Park,1975,Yes,Yes, Detached, 1-Storey,3,1,No
213,Sold 2023-07-10,"€340,774.00",Oak Park,1971,Yes,No, Detached, 1-Storey,3,1,No
214,Sold 2023-07-10,"€343,038.00",Brookville,2013,Yes,No, Semi-Detached, 1-Storey,1,1,No
215,Sold 2023-07-10,"€613,974.00",Brookville,2016,Yes,Yes, Detached, 2-Storey,4,2,Yes
216,Sold 2023-07-10,"€351,780.00",Brookville,1990,Yes,Yes, Det., 1-Storey,3,1,No
217,Sold 2023-07-10,"€252,067.00",Oak Park,1979,No,No, Bungalow, 1-Storey,3,1,Yes
218,Sold 2023-07-10,"€314,131.00",Broomhouse,1983,Yes,Yes, Detached, 1-Storey,3,1,Yes
219,Sold 2023-07-10,"€362,818.00",Broomhouse,1969,Yes,No, Detached, 1-Storey,3,1,No
220,Sold 20 July 2023,"€348,043.00",Broomhouse,1989,Yes,Yes, Detached, 1-Storey,3,1,No
221,Sold 20 July 2023,"€618,131.00",Avoca,2019,Yes,No, End-of-Terrace, 1-Storey,2,2,Yes
222,Sold 20 July 2023,"€573,392.00",Beacon Hill,1928,Yes,Yes, Det., 2-Storey,5,2,No
223,Sold 20 July 2023,"€416,346.00",Summerston,1989,Yes,Yes, Detached, 2-Storey,3,1,Yes
224,Sold 20 July 2023,"€534,784.00",Summerston,2019,Yes,Yes, Detached, 1.5-Storey,4,3,Yes
225,Sold 20 July 2023,"€686,698.00",Avoca,2016,Yes,Yes, Detached, 1-Storey,3,2,No
226,Sold 20 July 2023,"€498,644.00",Avoca,2016,Yes,Yes, Detached, 2-Storey,3,2,No
227,Sold 20 July 2023,"€277,544.00",Beacon Hill,c1940,Yes,Yes, Detached, 1-Storey,2,2,No
228,Sold 20 July 2023,"€1,023,388.00",Avoca,2020,Yes,Yes, Detached, 2-Storey,3,2,No
229,Sold 20 July 2023,"€935,043.00",Avoca,2018,Yes,Yes, Detached, 1-Storey,3,2,No
230,Sold 20 July 2023,"€810,328.00",Avoca,2017,Yes,No, Detached, 1-Storey,3,2,Yes
231,Sold 20 July 2023,"€464,228.00",Avoca,1996,Yes,Yes, Detached, 2-Storey,3,2,No
232,Sold 20 July 2023,"€ 525,008",Beacon Hill,1933,Yes,No, Detached, 1-Storey,3,2,No
233,Sold 20 July 2023,"€ 342,765",Beacon Hill,1947,Yes,No, Detached, 1-Storey,3,1,No
234,Sold 20 July 2023,"€196,931.00",Beacon Hill,1945,Yes,No, Bungalow, 1-Storey,3,1,Yes
235,Sold 20 July 2023,"€1,017,385.00",Avoca,2017,Yes,No, Detached, 1-Storey,3,2,No
236,Sold 20 July 2023,"€454,716.00",Avoca,2015,Yes,No, End-of-Terrace, 2-Storey,2,2,No
237,Sold 20 July 2023,"€1,097,789.00",Avoca,2018,Yes,Yes, Detached, 1-Storey,3,2,No
238,Sold 20 July 2023,"€212,171.00",Beacon Hill,1942,No,No, Bungalow, 1-Storey,2,1,No
239,Sold 20 July 2023,"€278,852.00",Beacon Hill,1962,Yes,Yes, Bungalow, 1-Storey,3,1,Yes
240,Sold 2023-07-27,"€454,462.00",Avoca,2004,Yes,Yes, Detached, 1-Storey,3,2,No
241,Sold 2023-07-27,"€458,201.00",Avoca,2004,Yes,Yes, Detached, 1.5-Storey,3,2,No
242,Sold 2023-07-27,"€927,011.00",Avoca,2020,Yes,Yes, Detached, 2-Storey,3,2,No
243,Sold 2023-07-27,"€430,910.00",Avoca,2018,Yes,No, Detached, 2-Storey,3,2,No
244,Sold 2023-07-27,"€504,939.00",Avoca,2007,Yes,Yes, Detached, 2-Storey,3,2,No
245,Sold 2023-07-27,"€659,022.00",Avoca,2012,Yes,Yes, Detached, 2-Storey,3,2,No
246,Sold 2023-07-27,"€692,739.00",Avoca,2018,Yes,No, Detached, 1-Storey,3,2,No
247,Sold 2023-07-27,"€381,408.00",Oak Park,1962,Yes,Yes, Detached, 1-Storey,3,1,Yes
248,Sold 2023-07-27,"€325,522.00",Oak Park,1983,Yes,Yes, Detached, 1-Storey,3,1,No
249,Sold 2023-07-27,"€406,503.00",Oak Park,1981,Yes,No, Detached, 1-Storey,3,1,Yes
250,Sold 2023-07-27,"€353,022.00",Broomhouse,1994,Yes,Yes, Detached, 1.5-Storey,2,1,Yes
